Summary,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Rate
"Our flights were rescheduled a few weeks ago which left us with only an hour to transit in Frankfurt. Yee Yang, ably supported by his seniors Aminah and Kyi, did everything he could to make sure we could make the connection - including requesting for our Munich transfer boarding passes to be waiting for us at Frankfurt 

Whether or not we make the connection, we appreciate the thoughtfulness

Thanks Yee Yang, Aminah, Kyi",0.0,0.834,0.166,0.9022,0.005414958111941814,0.13041682541370392,0.8641682267189026,5
Singapore airlines cancelled our flight from Copenhagen to Reykjavik and offered a refund we accepted a refund and were led to believe this was happening and now we are being ignored this company is a corporate bully a law unto itself not accountable and you are powerless don't give them your money,0.192,0.771,0.038,-0.8225,0.9513296484947205,0.04599423706531525,0.002676103264093399,1
"Our flight was delayed and they made us wait in the plane for 5 hours. There was a time for about 30 mins to 1 hour wherein there was no light and air conditioner inside the plane. They made us embark to the plane and gave us food stamps. The thing is, we had an another flight from another airline and we made sure to have a 6 hours layover when we arrived to the final destination.  But since we were delayed we didn’t get to take the plane. We asked about our situation while we were at our stopover if we ever missed our flight because of the delay they told us that when we get there (the final destination) if we ever have to take the next plane the next day they will give us a full accommodation. But, when we got to the final destination they denied us and told us that they can’t do anything about it and that we have to pay for our own and ask the other airline. Luckily, the other airline rebooked us for the latest flight that we could get which is tomorrow noon. I just feel really disappointed of how things went.",0.1,0.871,0.029,-0.92,0.7304925918579102,0.2382163554430008,0.031291086226701736,1
By traveling Singapore airlines is my worst experience all my travel history.  I never experience such uncomfortable business class seats the bed is so hard while traveling i developed pain in my back there is no space to straight your legs one has to sleep on a angle i could not sleep in my journey.  There is very limited menu for the food specially for a vegetarian.  The Delhi Singapore staff is rude and service is very bad. I want Singapore airlines should refund my fair.  This my first and last time traveling in Singapore airlines.  Will never travel or recommend any one. Raghu vyas well known imaginary realism painter in India. ,0.18,0.74,0.08,-0.926,0.9606876969337463,0.03535189479589462,0.003960460424423218,1
"Had the most horrific dealings with Singapore airlines check in manager at Changi airport, firstly my wife is registered as disabled and my wife and i are both in our 60's.
We booked extra legroom seats because of my wife's disability and returned from Singapore to London Heathrow on flight SQ306 on Monday 29th May 2023, we had a really upsetting and stressful experience after we boarded the flight, this was also witnessed by the cabin crew who have submitted a separate report by leading steward Benjamin Khoo.
The problem was caused by the boarding gate manager in Singapore, we boarded at gate 9.
The first issue was that the seats we had booked were 31A and 31C in premium economy were emergency exit seats and we were told that we would have to be moved because of my wife's mobility issues, this was fine and we were allocated seats 32H and 32K, we were taken to the gate (my wife in a wheelchair) and boarded with no issues and got settled into our seats for the long 13 hour flight home.
Obviously the people who were originally in the seats that we moved to were offered the free upgrade for the extra legroom seats we had originally booked, this is where the problems started.
One of the passengers ( a male in his late 20's early 30's  )who was moved was not happy with the free upgrade and there was obviously a lot of discussions taking place which we could witness from where we were seated but did not know the content of, eventually the check in manager entered the plane ( the same man who gave us our new seats ) and after a few minutes of talking to the man in his 20's / 30's came over to where we were now settled and said that the man was not happy with his new upgraded seat and wanted his original seat back, he ordered us to move to seats 33F and 33G which were middle aisle seats, i told the manager that my wife needed to get up and move around to stop her seizing up, but he was not interested and said move or he would have us escorted from the plane, he was extremely rude and arrogant and was not interested in my wife's disability and the pain it then caused her to move again, he was more interested in letting a fit and able young man have his original seat back. this exchange was witnessed by multiple passengers and crew, the lady who was moved with this young man was not happy either and would have been happy to stay in her upgraded extra legroom seat, if this is the quality of management that Singapore airlines wish to employ we will never travel with Singapore airlines  again, this man has single handily destroyed my faith in Singapore airlines.
The stewards on the plane were very sorry for what they had witnessed and truly did all they could to try to make up for what had happened but ultimately this check in manager represents the whole of Singapore airlines and this individual had no concern or care for my wife's disability, my wife was extremely upset and we both felt stressed and anxious by this extremely unpleasant experience and would like to think that some form of action be taken against the manager that caused this issue. 
I emailed Singapore airlines on our return and received a reply which blamed the crew on the plane, i replied telling them the facts again but received no reply, i have tried contacting Singapore airlines a few times and have given them plenty of time to reply but now is the time to tell the world just how Singapore airlines deal with disabled passengers.
Finally, i was promised a refund for the upgraded seats we had paid for but have still not received anything, my next email will be to the AviationADR as Singapore airlines clearly do not care about disabled passengers",0.113,0.827,0.06,-0.9889,0.6958146095275879,0.2706584930419922,0.03352692350745201,1
"We flew from Sydney to Penang on Singapore Airlines and it is easy to see how they keep winning so many awards. Easy check in via the automated kiosk system, boarding was simple on both flights and the flight itself was great. The staff are helpful and very friendly. Both flights were on very comfortable aircraft (A350 & B738MAX) and overall it was a great experience and a wonderful start to a three week trip.",0.0,0.639,0.361,0.9878,0.0012673315359279513,0.009360838681459427,0.9893718361854553,5
"CHECK  your charges! Was supposed to be charged X amount and ended being charged extra $140 AUD. I emailed SIA to credit the difference but after 2 months of emails and investigation of the problem, they said it is my bank's fault. I contacted my bank and they replied within one day to say that it is indeed SIA putting through the extra charges. I emailed the reply from my bank to SIA  and SIA has stopped replying. I am so disappointed. Why is it so hard to get good customer service these days? My bank has advised me to initiate a dispute in the transaction and initiate a chargeback but this was not the desired outcome i wanted. Customers are just not looked after anymore these days. So disappointed and appalled at SIA customer service!",0.256,0.708,0.036,-0.987,0.9593725800514221,0.036804258823394775,0.003823119681328535,1
"4th July 2023

As we boarded The flight from Delhi to Singapore, we were told that all the seats of Business Class the Seat power is not working. It means that the seat functions like Recline, lie flat, seat USB power, Seat controls nothing would work.

Further, the inflight entertainment for entire flight was faulty and not working.
We had a bad experience for the 5 hour long day flight.",0.077,0.852,0.071,-0.128,0.9484053254127502,0.047236789017915726,0.004357896279543638,3
"I had a disappointing experience contacting Singapore Airlines Customer Call Centre. I had to contact them on regarding my concern related to my flight. I called in to change my flight date and it was 3 months in advance.

There was constant background noise, making it extremely difficult to communicate with the agent. It felt like I was in a night market with the background noise of other calls.

I hope Singapore Airlines will quickly address this problem and make improvements to their call center operations, ensuring a better and smoother customer service experience for all passengers.",0.09,0.786,0.125,0.3781,0.7952542304992676,0.17265859246253967,0.03208712488412857,2
"I recently had a disappointing encounter with Singapore Airlines' contact center that left me dissatisfied. My intention was to seek assistance regarding a flight booking issue, but the experience was impaired by faulty equipment and communication system on their end. 

Upon calling, there were crackling noise in the background. It seemed as though there was a significant issue with their communication system or headset quality. Despite my efforts to communicate my concern, the representative's voice often faded in and out, causing immense frustration. This hinder our communication and my concerns were hard to address smoothly causing immense frustration. ",0.158,0.821,0.021,-0.9267,0.9682726860046387,0.02905060350894928,0.002676790114492178,2
"My girlfriend has coeliac so she needs gluten free meals. She is also vegetarian. 
Unfortunately singapore airlines cannot cater for gluten free meals that are also vegetarian. 
They are also unable to give us complete list of indgredients of the meals, so there is no way we can’t check ourselves. When we call customer service they are unable to call kitchen or re-clarify list of ingredients on the menu. 
For some reason they assume that if you are coeliac you can’t be vegetarian. 
So disappointing especially by its customer service as they can’t help with my simple queries of list indgredients on the menu. Thumbs down.",0.071,0.85,0.079,0.2366,0.9176176190376282,0.07457763701677322,0.007804745342582464,1
"We booked return business class flights to Europe on flexible tickets.

It was then necessary for us to change the Sydney Paris leg to Sydney Istanbul on a later date.
The ticket conditions stated ""Booking change fee Complimentary (a fare difference may apply)"" . We expected this fare difference condition to be applied in good faith.

Singapore Airlines imposed a 30% penalty for this change.

I questioned the Singapore Airlines staff on this 30% penalty in two regards

Firstly, we were changing to a shorter, cheaper flight, why was the cost increasing?
* Flight Time for Singapore Paris is 13h 35m.
Flight Time for Singapore Istanbul is 11h 0m
* The fare for Sydney Paris is AUD7792.39-8217.25
The fare for Sydney Istanbul is AUD 6342.59 at the time we proposed the change to the booking.

Secondly, part of this change is that an airfare Singapore Paris on 26 Aug is now made available for sale by Singapore. The price of this fare is higher than the Istanbul fare which would be taken off the market by our change. So as well as charging an extra 30% for the outward bound leg of our journey, Singapore profit further by the higher sale price of that Paris fare. Singapore may well say that they might not sell this fare. Perhaps, but they also may not sell the Istanbul fare.

Despite interactions with many many Singapore Airlines staff, not one person ever answered the issues raised, or in any way ""owned the problem""

To make matters worse the Singapore Airlines representative proudly told me there was ""no penalty"" for the change in booking. In such case why the 30% charge for changing to a cheaper flight ?

So while I understand “revenue maximisation models” I also understand concepts of acting in good faith with customers. How does this latter concept factor in their penalty ? Singapore Airlines talks with pride about the experience it provides to people who fly with them. The process we are going through now is part of that experience. All we were looking for is that people act in good faith and with fairness.

These practices should really be reviewed by Australia's consumer protection authorities. The statement ""Booking change fee Complimentary (a fare difference may apply)"" is clearly grossly misleading. That should be our next step.",0.073,0.822,0.106,0.9189,0.5026800036430359,0.43779653310775757,0.05952344462275505,1
"This unfortunately has been one of the worst experiences I have had with any airline, ever. Singapore Airlines consistently deliver inaccurate information to passengers, and in mine and my partners experience, point blank lied to our faces when we checked in for our flight by telling us we are permitted to skip a leg of our journey, which caused our return flight to be cancelled and leaving us stuck in Singapore. I spent 2.5 hours on the phone to Singapore Airlines customer service costing hundreds of pounds trying to resolve the issue, only to be told that the airline aren't going to do anything else for us, to rebook a new flight for 3 x the price originally paid, and hung up the phone.
 
When I returned to the UK my complaint was escalated to R. Bartlett in the UK complaints team, who failed to review the complaint in detail, disregarding majority of the information I provided. This airline and customer service have fallen incredibly short here and I would suggest anyone who is thinking of booking with Singapore Airlines to think again - although the service and product itself is great, the customer service leaves a lot to be desired.",0.131,0.827,0.041,-0.9442,0.9471311569213867,0.04785381257534027,0.005015015602111816,1
"Credit given where credit due:  A+.    Singapore Airlines never ceases to impress.  From check-in to flight to arrival at wonderful Changi Airport its an  A+ to all.  Super crew on board - they ought to run training courses to other airlines as nobody can match them.  I transit Singapore often and have never had a problem - reliable, timely, clean, professional.  What else can I say?   ",0.032,0.728,0.239,0.9366,0.012051169760525227,0.07780924439430237,0.9101395606994629,5
"SQ is my go to airline for regular travel between Australia and Europe. 
This leg we flew Airbus A350 (6 years old) Which was fully booked. Row 54 E&F (middle seats). These are always a good choice as you only have to let one person out when they need to go to the WC. 
The seats are actually very comfy for the 14 hour flight. Once fully reclined my legs could go fully stretched out under the seat in front. 
The IFE is excellent with so much to choose from. Once set up, it can remember what you were watching for the next onward flight. 
The service was pretty good. A nutty snack and a drink offered soon once airborne followed by a meal service and another drink with the meal. 

Plenty of snacks on offer between meal service (at a request) and also amenity kits (toothbrush, socks, eye mask etc) are available on request. 
Pillow and blanket were issued to each seat. ",0.0,0.924,0.076,0.9136,0.0025717306416481733,0.032204221934080124,0.9652240872383118,5
"The journey was good.
Thr think that very disappointing as the staff in the check in was saying we will get bassinet chair as we have infant 10 months with us  But when we enter the flight we got the seat in the middle and closed by the window.
At this point my trust is fall into this company 
How the staff can't manage the seater which is very bad .
As we did online check in as always the bassinet chair they block .

Now we have flight back to Dubai again and facing the same problem .
Seems like we are bagging to have bassinet chair and never Happen.
I regret that i chose to flight again with Singapore airways.
Next i will never recommend to anyone who bring the baby to flight with.
Is very disappointing and annoying !!!!!",0.166,0.758,0.077,-0.9494,0.9608408808708191,0.03524823859333992,0.003910935949534178,1
"Apart from a bit more space Premium Economy experience was very poor.
The blanket came out of the sealed bag all creased and looked as if it had never been laundered and the small amenity kit came came out of a bag that looked  all crinkled as if it had been used before.The seats gave a little more room but the leg rest was pretty useless and gave no support especially if you also used the footrest which in itself was more of a hazard than a help.My seat had a patch on the armrest and the other armrest was non existent as it housed the tray table which when in use sloped to one side.
I used book the cook for the food and was expecting something special but it was no better than 
a normal economy meal and I did not eat it.It was presented just like economy but with a bread roll perched on top,the chicken was like rubber and the frittata for breakfast looked like a block of lego and was more style over substance.Because I asked for a hot chocolate I had to waite half an hour until the other meals had been served.
In a nutshell the seats were dirty and shabby,the food and service very poor and not worth paying extra for.I have traveled on Air France premium economy in the past and it was a much better experience.",0.1,0.789,0.112,0.6206,0.753565788269043,0.19741620123386383,0.049018021672964096,2
"This was the worst flying experience we have ever had. It started with a chaotic and uncontrolled boarding at the Changi Airport. There was absolutely no checking of the tickets or seating. Boarding was more like a stampede. Flight was delayed for around half an hour for a technical reason. In a Premium Economy class for dinner we were only served with a slice of soggy, tasteless, stuck to a paper cardboard, pizza. After that, during night, there was no service whatsoever. We were sitting in the first raw, on the side, unfortunately right next to the storage compartment that the crew members were constantly using, mostly for their own personal things. Door opening and closing, read banging, was going on for the whole night. Seats were uncomfortable, making sleeping difficult and hardly any better than in Economy Class. Throughout the night it was very cold and the given thin blankets were rather useless. There was no free wifi also.
For breakfast there were 2 choices of food and both were of very poor quality. Neither for dinner nor breakfast did we have cloth napkins.
On disembark from the airplane we were directed towards Economy door.
Summary: Avoid Premium Economy on Singapore Airlines at all cost, do not waste your money.
Overall, we found flight crew unfriendly.
",0.173,0.781,0.045,-0.9801,0.9377312660217285,0.05514850839972496,0.007120207417756319,1
"I did have one booking for 2 persons, so 1 booking with 1 booking number. Return tickets Cebu Amsterdam. Our flight on January 24-25 2024 has changed. Landing in Singapore on 5.55 am and leaving at 6.20 am. But it is impossible to be on both flights, because landing and take off are around the same time in Singapore. My original booking had between 2 flights, 2 hours and 25 minutes. No computersysteem does check that before? So had to cancel my booking and get refund. And Singapore Airlines? Goodbye!",0.07,0.884,0.045,-0.5019,0.6137306094169617,0.3405338525772095,0.04573550447821617,1
"We flew Heathrow/Singapore/Bali 22nd June and back again 7th July. A family of 4

All 4 flights departed and arrived as scheduled. The seats were comfortable, service excellent and food pretty good.

Would definitely recommend.",0.0,0.587,0.413,0.9538,0.0014168790075927973,0.028976507484912872,0.9696066379547119,5
"Mel to Sing, no more chicken meals and on the way back, the same happen. Could only offer fish. Sing to Mel flight SQ217, no drinks served to the back five rows.",0.128,0.872,0.0,-0.5267,0.3738252520561218,0.5667950510978699,0.059379734098911285,3
"We are frequent flyers with SIA in the route. But this time we experienced the SIA service quality having degraded substantially. Especially food quality and quantity were substantially downgraded.
Unlike other top-level full-service airlines, we found SIA now stopped providing toy/amenity kits for kids.

2-hr free wifi in the economy was good..but it seems SIA is trying to make benefit in the wrong way by increasing the price substantially and downgrading the service drastically. Additionally, unlike pre-covid now SIA started providing 25 kg check-in unless someone buys a flexi ticket (pre-covid it was 30 kg for all fare categories in this SIN-CCU-SIN route).

This was overall disappointing service compared to the earlier experience with SIA.",0.111,0.825,0.065,-0.7227,0.7919929623603821,0.18287810683250427,0.025128930807113647,3
"The expectations for a five-star airline are always high and this review reflects our high expectations vs the reality we experienced on our recent flights BOM-SIN-BKK:

THE PROS

1 Cabin crew: highly motivated & upbeat. Excellent ambassadors of SIA.

THE CONS

1 Aircraft B777W: a noisy aircraft (when sitting next to the engine, 18 A). Avoid!
2 Seat: if you love sitting in an angled position during take-off and landing, go for it! The captain switched off the seatbelt sign 45 min into the flight due to heavy rains in India and 30 min before landing, a back ache as a result. The bed is comfortable, though, managed some 1-hour sleep on the flight.
3 Meal: didn't book the cook. Very spicy ex-Mumbai.
 
When flying a five-star airline and spending a small fortune after Covid-19 for the flights, the expectations are really high. Those were not met by SIA, unfortunately, partly due to the poor transit experience at Changi Airport (i.e. T2 under renovation, T2 lounge poor). SIA seems to be OK the air, but poor on the ground at present (T2 in particular). 

Five star? No, not at all. The cabin crew are absolutely great; the rest of the product leaves a lot to be desired (at T2 at least).",0.07,0.837,0.093,0.803,0.19487504661083221,0.38850900530815125,0.41661596298217773,3
Singapore Airlines have always been a favourite for service food and on time.however post COVID still very good service but food unacceptable terrible no taste like eating cardboard.they have lost me . things didn't get any better on the return home.maybe we should give Jetstar. a chance.,0.279,0.592,0.129,-0.8796,0.4590911865234375,0.3223033845424652,0.21860548853874207,3
"Well where to start. My wife and I were travelling with our 2 children 1 and 7yrs old from Per to Lax return, mid Feb....yes I know, we took our little ones on business but for the most part they were good kids. Notably the 1 year old is slugged almost $1000 to be in business class, nothing more, and the 7 year old is slugged full fare ~7k. (Not whinging about that, just adding the details for those who may be curious.)
So ill shave alot of the issues out and just provide the good stuff. 
From the moment you arrive at the Perth broom closet also known as the Singapore airlines lounge, you find yourself thinking hmmm ok, maybe emerates would have been worth the extra 10k. The Perth lounge for Singapore is or at least should be embarrassing for the company.  It's more dr waiting room, where everyone starres at each other and of course there is zero ambience. No music No nothing, just the sounds of people going to the toilet in the background....after they have cued for the only single toilets available of course. 
Once settled .....Into standing around, because there are no seats, you find yourself wanting a 5am coffee, however of course there is only 1 lady working on what can only be described accurately as a coffee cart, by herself....as Friendly she is though,.there is one cart surrounded by over 150 people...you couldn't dream up a funny script like this if you tried and of course, this is real. Don't worry it gets sooooo much better.

We decide to leave the broom cupboard and wait amugst the masses for a cuppa (not bad for a 30k investment), and of course we had more luck seeing jesus walk on water before we got anywhere near the front of the coffee line....so no coffee. By now though, we have the most amazing backing tracks to compliment the seamless singapore airlines experience....yep.
you guessed right, the 1yr old was now performing some fine out of key opera, and to be honest, pre coffee in a 30k hole, I couldn't care less...sing my son, 
Let the airline hear your talent.....

As we step onto the plane, which did depart on time, we are quick to learn that the seats don't operate correctly.......ohhhhh goodness....this was meant to be a 20year anniversary gift to my wife.....really it's just a kick to her shins as this is off to a fine start......

So I hail the cabin manager who offers to tape the seat with....GAFFA TAPE. No joke, gaffa tape......We took photos because it was quite romantic and no one would believe us if we told them, loo so photos were a must. 

Set off in flight and safe to say, im hungry and looking forward to the 'book the cook'meals I pre ordered and recieved confirmation for....I mean seriously, what could go wrong considering, I pre planned so far in advance with so much excitement.....hmmmm, complete failure' I actually never recieved a meal. Once everyone was finished, I though, struth, I better ask these clowns where my meal is....I was told I never ordered anything, even though I showed them my book the cook confirmation receipt from the Singapore airlines app. 
That's OK though, I'll settle for a coffee. It's not like a paid for a premium service or anything, so I quickly readjusted my expectations 😮‍💨...

You know, I could continue on with this review but im certain it will either be ignored or fall on def ears, so I wont bore you all with the many further issues on each leg of thr trip, however I can assure you the rest of this trip was terribly remarkable in a horrible sence, with problem after problem, coupled with arrogant, horroble cabin crew service for the.most part. There was a real sense that the crew thought they were the the best out there and our concerns were insignificant.....as I point to the gaffa tape lol for example.

So an update post flight, I write this review early July where I've just called the company to simply ask they provide me and my family our business reward points we were entitled to having paid a small fortune....... BUT of course I've been given the run around and told that my account is dormant and therefore the points won't be allocated unless I make a new account. 
That would be fine if it was an old account, but I created the account beginning this year, pre flight.....the company truly is shonky.

Summary: look as you can probably see reading this review, there are a few take away points, amongst many. For me most notably, is whilst Singapore's prices appear on the face of it to be better priced, there is clearly a reason for it. 

I don't dispute anyone who states they had a good experience with the airline and that I'm full of it....thats fine, but those people saying thst may not be payong in excess of 30k for their fligyts either.....however what I would caution is that this story of horror is actually true. It's not embellished or a joke, it's sadly true. This story sits In isolation of course but none the less it's a true story so it should make.someone second guess any thought of paying big money with this mob, considering at no point can you drop.in and sepwk to someone and get thr issues fixed and reviewed. All you can do is call the call centre as I have, and discuss the issues on all 4 flight legs with Singapore that were just terrible. 

Now if you snag a great economy fare and it's just you and a partner then fine, you roll with the punches, BUT if you are looking to pay in excess of 30k in flights for something special, it may be better to go with an airline that will deliver. An airline that cares about their reprutation and the implications of their poor sevice and how it impacts others. 

It was our choice to spend this much I know, but the cautionary tale is still there for Any prospective people wanting to treat themselves moving fwd....id say avoid singaapore airlines for special occasions/business. 
I'd be happy to answer any questions from any one considering the same venture, as i wouldn't wish our horrible experience with sinagapore airlines, upon anyone. 

They ruined our special anniversary and STILL can't be of any help to us, simply fixing our missing points. Very dissapointing, never again. 

",0.093,0.757,0.15,0.9973,0.11369114369153976,0.3289632797241211,0.5573456287384033,2
"On the flight from Singapore to Johannesburg we had very good service from the flight attendants.  However on the last leg from Jnb to Cape Town both the male and female flight attendants were very abrupt and even rude especially to my wife sitting at seat 16F, not caring like during the main flight. We do not expect this type of treatment in business class. Singapore airlines need to investigate who those flight attendants were and do something about it.",0.089,0.874,0.037,-0.5492,0.745974600315094,0.2141551375389099,0.03987029194831848,3
The stewards onboard the flight from singapore to london did not offer any water or fluids throughout the whole flight which we considered very poor service. They did offer them with the meals but not at other times.,0.056,0.944,0.0,-0.2952,0.8242673873901367,0.16221506893634796,0.013517546467483044,2
This must be one of the worst Airlines out there. I would recommend any potential passengers to reconsider and consider alternative airlines,0.16,0.742,0.098,-0.3818,0.9535443186759949,0.04195847362279892,0.004497142042964697,1
"SQ feels like a 5 star airline if you are flying first or business class. But if you are in economy or premium economy, this is not the case. On a recent premium economy flight from SIN to SFO, I was reminded why SQ continues to fall behind many of its competitors. 

Biggest complaint is the food, particularly for long haul flights. Consistently poor quality and presentation. LH, BR, BA, SK, among others, serve an enhanced meal, service and cabin experience vs SQ to match the price difference that premium economy commands these days. For economy, food plus seats are the issue. While I was not in economy on this particular flight, the new seats on A350s (regional or long haul) are too narrow and hard. A big downgrade from SQ's older economy seats. ",0.104,0.883,0.013,-0.93,0.8067053556442261,0.172200545668602,0.02109408751130104,2
"The SQ experience is great. But the food somehow is never fully satisfactory. We pre booked Indian Veg food from Hanoi to Singapore. The food was poor in taste, quality, presentation and quantity. Unfortunately no one has been able to address the issues. The beans poriyal was under cooked, the rice was tasteless causing us to choke, the dhal was average. Overall it was like 1 star South Indian joint where the chef has no idea what he is cooking. Pls stop serving dinner or lunch as South Indian Veg as the chef or his team cannot cut it. North Indian food is great so pls stick to this. Also the South Indian breakfast is so much better. Pls try to stick to North Indian for lunch and dinner and South Indian for breakfast. ",0.142,0.718,0.14,-0.3485,0.5640860199928284,0.3028396964073181,0.1330743134021759,4
"I had to make a change to my trip, and the agent on the phone gave me the quoted amount I should be expecting back. When the payment came to my credit card, it wasn't the full quoted amount. So I've been calling every single week for the last 7 months to get my full refund and have received nothing back. Nothing on twitter, phone or email. I don't understand how they can be qualified as a premium service airline.",0.0,0.966,0.034,0.3818,0.8983190059661865,0.09349648654460907,0.008184502832591534,1
"Singapore Airlines is always of a high standard so it seems odd that I would feel the need to do a Trip Adviser Review but there were two wonderful ladies that were part of the cabin crew that I feel I need to mention by name.  Tan Chai Ming & Anisah Ahmad you were just so lovely and kind to, not just me but all the Passengers and I would like to thank you for looking after us so very well.",0.019,0.701,0.281,0.9819,0.003848196007311344,0.01842643879354,0.9777253866195679,4
"I used to think Singapore Airlines was worth the price difference, but this is getting harder and harder to justify.

Miles redemption is increasingly difficult, and trying to upgrade a flight is pretty much calling customer service to hear ""well, yes, that flight is *technically* upgradable, but not with miles until 3 months from now"". Lounge access is not really a positive anymore, the Changi lounge is so packed you cannot find a seat, and when you do, the cleanliness leaves much to be desired (tables full of rubbish).

Trying to earn miles is also made frustrating. If you pay for a couple tickets with the same cards, your miles are split across two passports, because forbid it that families travel together.

Save yourself the trouble and pick one of their cheaper competitors, and purchase that upgrade in cash.",0.123,0.774,0.103,-0.4873,0.801380455493927,0.1703278124332428,0.028291691094636917,1
"Singapore Airlines is trying very hard to be the best airlines in the world. 
Probably it only applies to First Class.

First of all, inflight meals of economy class were terrible.  And I’m trying to reclaim my miles of my flight from SFO to YVR. (I booked that flight on SQ official homepage), Air Canada is the Star Alliance and SQ partner.
The first stfaff (VK) replied me that “we will not be able to add miles for your Air Canada flight”.
He has no knowledge that Air Canada is SQ partner.
I  told him that Air Canada is SQ partner airline and shows him a screenshort of my my KrisFlyer account,  the claim missing miles page shows AC (Air Canada) is SQ airline partner and is able to choose to claim for missing miles.
Then the 2nd staff asked me to attach all the documents to reclaim my miles. 
I’m still dealing with them and so far they have all different staff to reply me. (Aleady dealed with four different staff already).

I think Singapore Airlines can do better than this. This is such a disappointment with the Airlines that chosen as the BEST in 2023. You really have to improve your inflight meal (economy class) and customer support’s quality.",0.065,0.868,0.067,0.5429,0.752489447593689,0.21376429498195648,0.033746302127838135,3
"Travelled on Singapore Airlines with my husband and almost two year old twin daughters from Brisbane to Munich. Before leaving Australia I had called customer service to request that all our meals be made dairy free (including my two year old daughters). I was informed that I would be able to request this online. I made this request about two weeks prior to leaving; however, once on board our first flight from Brisbane to Singapore flight crew informed me that there were no dairy free meals available for our daughters. The flight crew tried to make a request for our next flight from Singapore to Munich but again there was no food available for them on this flight. I had packed back up food for them, but it is obviously difficult to travel over 35 hours with substantial meals. For these two long haul flights my daughters pretty much ate crackers and fruit the entire time. Crew on board told me to call customer service again before leaving Germany to ensure there would be dairy free meals for our flight back to Australia. 
I called Singapore Airlines two days before leaving Germany and was reassured that meals were already requested for my two daughters and that they would definitely be dairy free. Wouldn't we be surprised when the exact same thing happened. There was absolutely nothing they could eat. Flight crew told me that maybe customer service had misunderstood.

Upon arriving home, I emailed Singapore Airlines to make a written complaint. Their response was that we had apparently changed seats on one flight and therefore the meal went to someone else (even though we had specifically asked for our meals, and crew told us there were none). They also informed me that i would have needed a doctors letter for these meals. This was the first time anyone had mentioned needing a doctors letter. Frankly, there handling of the whole situation is appalling and there have been non-stop excuses made for them failing to provide food.

I've flown them many times before but definitely won't be again. ",0.062,0.848,0.09,0.91,0.7100947499275208,0.25353139638900757,0.036373820155858994,1
"So airlines occasionally lose luggage. It is annoying but it happens. It is the response to losing luggage that truly shows how good an airlines coroner service is. 
Unfortunately for a friend of mine, Singapore Airlines has failed dismally. 

Singapore Airlines lost the suitcase with all her belongings en route to Darwin. 

After making a report the item was missing the airline kicked into action and told her it had likely been identified. 

Ok, good news right? Er, no. Singapore Airlines has now held on to the bag for four days. Each day we go through the hassle of chatting with a robot until we convince it to allow us to contact a human, who assures us that we will receive a call back. Each day the call never comes. 

The baggage service only says that the case is ""pending"" with no explanation as to what pending means. 

Will the bag ever be released by the airline? Why haven't they brought it to Australia yet? Are they lazy? Is it too expensive?

There must be some reason. 

Anyways, in a nutshell: avoid Singapore Airlines if you can. They seem great when things go right. But when things go badly they go terribly badly and there is no-one at the airline willing to help.",0.174,0.691,0.135,-0.8606,0.7837134003639221,0.18147410452365875,0.03481249511241913,1
if your bag arrive after 3 to 4 days. They will not give you a penny.  Try entering right booking ref. it will not accept and you have no other way ,0.144,0.856,0.0,-0.5242,0.6866950988769531,0.2757943570613861,0.037510551512241364,1
"We had a great time with SINGAPORE AIRLINES, all crews provide with awesome service during the flight :), especially ""RED WINE""
We will be back to their flight soon.
Many thanks
Mr & Mrs CHAIPAKDEE",0.0,0.73,0.27,0.9022,0.0013473641593009233,0.009256383404135704,0.9893962740898132,5
"Is there a score less than terrible? Currently traveling. Lost my bag. Was not put on my plane, it was sent to Narita and then to Montreal instead of Singapore. No updates over the past 6 days. Called customer service and lost baggage every day. Still to find someone in SIA who cares. Bag has now been in Montreal for 3 days without moving. I now enter into my second week traveling with no luggage, clothes, meds, supplies….

Find it hard to believe they were voted best airline. I have had better experiences on EasyJet. I only know where my bag is as it has an AirTag in it. SIA has no idea where it is, even with me telling them. It has not moved for 3 days….no one cares

Have asked for them just to send my bag home and I will get it there. But again no updates or action. I have asked what I can claim for my expenses….clothes luggage etc….but again they are quiet end will not confirm. 

#siadoesnotcare #wonderifsomeoneinsiawillevercallme #siayoucandobetter",0.08,0.871,0.049,-0.3529,0.6028863191604614,0.3173046112060547,0.07980900257825851,1
It was very bad… I really needed to pee but they just REFUSED to let me piss. There was thirty more minutes until landing and yet they barricaded the toilet and gave me the side eye every time I so much as stood up slightly. Terrible and almost considered actually pissing myself so they would have to clean the seats.,0.202,0.748,0.05,-0.8949,0.9708346128463745,0.025365810841321945,0.00379960797727108,1
